11
108
25
124.42	108.61
122.66	111.54
120.61	114.17
119.15	116.51
117.1	118.27
114.47	121.49
112.42	123.83
108.9	126.76
105.98	131.95
102.46	134.67
99.24	138.18
96.02	141.11
93.39	144.33
90.5	146.96
86.95	150.47
83.14	153.99
79.04	157.5
75.24	160.13
72.6	162.77
69.09	166.58
65.58	168.92
62.06	171.55
58.55	174.48
53.28	177.41
48.01	180.33
42.45	182.68
36.3	185.02
30.15	187.65
24.59	190.29
18.44	190.58
11.12	190.29
5.27	187.07
2.63	182.97
4.68	177.11
2.93	172.43
4.68	167.75
6.15	162.77
8.49	157.5
10.83	152.52
13.47	146.96
15.81	141.98
16.69	136.71
18.15	131.45
20.49	125.59
21.66	120.91
22.25	115.93
24.59	109.2
27.52	104.22
29.86	98.95
35.13	96.32
40.11	94.85
40.21	94.85
49.77	94.85
54.74	93.39
58.26	93.39
58.84	92.8
53.28	90.17
49.77	87.53
46.25	85.48
42.74	83.43
39.23	80.51
36.01	77.87
33.37	72.9
31.91	68.8
31.03	64.99
31.03	61.77
29.86	57.67
30.15	54.74
29.28	50.06
31.03	46.84
30.45	43.03
32.2	38.64
35.13	33.96
36.89	28.69
40.69	24.3
45.08	19.61
49.18	16.39
52.7	12.59
57.67	10.83
61.48	8.2
66.16	7.32
71.72	5.86
76.7	4.68
82.56	4.1
88.7	4.39
94.85	7.03
98.07	11.71
100.41	15.52
104.51	20.49
107.44	26.64
110.66	31.62
113	35.13
115.05	38.64
117.98	44.21
121.78	48.3
122.54	52.99
125.59	56.21
125.88	62.94
126.18	66.75
125.3	72.31
123.54	78.16
120.91	81.68
119.15	85.78
119.44	89.29
119.15	94.56
120.32	99.24
121.49	102.46
122.96	106.27
110
25
138.76	109.49
140.23	114.47
143.45	118.27
145.2	121.49
148.42	124.71
151.65	127.05
155.45	131.74
157.79	134.96
161.89	139.06
165.99	143.16
168.92	146.67
173.31	150.18
176.53	153.4
179.75	156.33
184.73	160.72
188.24	164.23
191.46	166.87
194.97	169.8
197.9	172.43
201.12	175.07
204.63	176.82
209.32	180.04
214.88	182.68
218.39	184.14
223.37	186.78
228.93	188.53
233.03	190.58
238.59	191.46
243.28	192.63
248.25	192.34
252.06	191.17
255.57	188.53
258.21	184.43
257.62	180.92
257.62	176.63
258.21	171.26
255.86	167.16
254.11	160.72
251.77	156.62
250.01	151.06
247.67	146.96
245.91	142.57
244.74	138.47
243.86	134.67
242.11	129.98
240.64	125.59
240.35	121.2
238.88	116.51
237.13	112.71
235.66	108.61
233.62	105.1
231.86	99.83
227.47	97.78
222.49	96.32
217.81	95.14
215.46	95.14
211.95	95.14
208.15	94.85
202.88	94.27
206.39	92.22
211.37	89.87
216.05	86.36
219.86	83.43
222.78	281.38
225.42	77.87
227.76	74.65
229.22	69.97
230.1	66.45
231.27	61.77
231.27	57.67
231.86	52.7
231.27	47.43
231.86	41.86
229.81	38.06
227.76	34.84
225.13	31.03
223.95	26.35
219.56	23.71
217.22	20.49
213.12	17.86
210.2	14.64
205.8	11.12
202.58	9.95
198.49	8.49
193.22	7.03
188.53	7.03
183.51	5.07
179.75	3.81
174.77	3.81
170.67	5.27
165.7	7.61
162.48	12
159.84	16.1
158.38	20.2
154.87	24.3
152.82	29.28
149.3	34.84
