4
91
8
112.85	298.15
104.96	300.48
98.46	300.94
91.95	300.94
84.06	300.48
75.7	302.33
66.88	301.87
60.84	296.76
58.05	289.79
58.98	284.22
62.23	274.47
65.95	267.97
68.73	261
71.52	254.5
75.7	247.07
78.02	240.1
80.34	231.74
82.67	221.53
79.88	215.02
78.95	208.52
76.63	202.95
70.13	198.77
64.55	194.12
58.52	189.95
54.34	185.3
50.62	182.05
46.44	177.41
42.26	173.23
39.01	168.12
31.58	160.69
28.79	155.58
25.54	150.01
21.36	141.18
19.51	131.89
16.25	123.53
10.68	116.57
9.29	105.42
7.43	94.28
10.22	91.03
11.61	82.2
16.25	78.49
21.36	72.91
19.51	73.84
25.08	71.06
32.51	70.13
38.08	68.7
44.12	74.31
41.33	77.56
47.37	72.45
51.09	69.2
50.16	76.63
46.44	87.77
54.34	82.67
59.91	84.52
61.77	93.35
62.23	99.38
66.41	96.13
73.38	101.71
75.23	97.53
77.09	92.42
81.27	97.53
85.92	107.28
88.24	114.71
87.77	118.89
91.95	118.43
96.13	126.32
99.85	141.18
98.92	143.97
100.78	142.57
103.56	152.33
107.74	163.37
109.14	172.76
109.14	179.73
108.21	186.69
107.74	191.8
105.89	199.7
103.56	207.59
102.17	216.88
99.38	225.24
96.6	232.21
92.42	239.64
87.77	246.14
84.52	252.18
80.34	258.21
78.95	263.79
75.7	270.29
74.77	276.79
79.88	285.15
85.92	291.19
94.28	293.97
104.49	294.9
9
2
57.12	83.59
58.05	91.03
58.05	98.46
58.52	109.14
58.52	117.03
57.59	124.46
56.19	131.43
54.34	137.93
56.66	143.97
9
2
75.23	104.03
78.49	111.92
80.18	118.43
80.81	125.39
84.99	132.36
87.31	137.93
92.42	144.9
95.67	152.33
101.24	162.08
12
3
51.09	175.55
48.76	172.3
47.37	169.51
46.44	166.26
45.98	162.54
45.98	157.44
45.98	154.65
50.62	156.51
56.19	159.76
60.84	163.01
67.34	166.72
71.52	170.44
